poliza,Exposicion,NsinMatRC,CsinMatRC,condCarne,condScore,polAntiguedad,polTipoPago,geoComunidad,vehPotencia,vehValor,vehCombustible,vehUso,vehClase,vehPuertas,vehLong,samples
415178,0.0712328767123288,0,0,26,1,4,Anual-Domiciliado,Comunidad de Madrid,258,97633.01,Diesel,Particular,BERLINA,4,5079,Modelling
415178,0.293150684931507,0,0,26,1,4,Anual-Domiciliado,Comunidad de Madrid,258,97633.01,Diesel,Particular,BERLINA,4,5079,Modelling
415178,0.706849315068493,0,0,27,1,4,Anual-Domiciliado,Comunidad de Madrid,258,97633.01,Diesel,Particular,BERLINA,4,5079,Modelling
415186,0.073972602739726,0,0,13,99,2,Anual-Efectivo,Comunidad de Madrid,75,18125,Diesel,Comercial,OTRO,4,4282,Validation
415186,0.926027397260274,0,0,14,99,2,Anual-Efectivo,Comunidad de Madrid,75,18125,Diesel,Comercial,OTRO,4,4282,Validation
415186,0.073972602739726,0,0,14,99,3,Anual-Efectivo,Comunidad de Madrid,75,18125,Diesel,Comercial,OTRO,4,4282,Validation
415189,0.0712328767123288,0,0,43,99,4,Anual-Efectivo,Comunidad de Madrid,110,23920,Diesel,Particular,OTRO,5,4366,Modelling
415201,0.0712328767123288,0,0,34,1,2,Anual-Domiciliado,Comunidad de Madrid,177,40563.6,Diesel,Particular,BERLINA,4,4630,Modelling
415201,1,0,0,35,1,2,Anual-Domiciliado,Comunidad de Madrid,177,40563.6,Diesel,Particular,BERLINA,4,4630,Modelling
415212,0.572602739726027,0,0,13,1,4,Semestral-Domiciliado,Castilla-La Mancha,105,25706.41,Diesel,Particular,BERLINA,5,4310,Validation
415212,1,0,0,14,1,5,Semestral-Domiciliado,Castilla-La Mancha,105,25706.41,Diesel,Particular,BERLINA,5,4310,Modelling
415216,0.073972602739726,0,0,31,2,2,Anual-Domiciliado,Comunidad de Madrid,75,16067.68,Diesel,Comercial,OTRO,4,3864,Modelling
415216,1,0,0,32,2,2,Anual-Domiciliado,Comunidad de Madrid,75,16067.68,Diesel,Comercial,OTRO,4,3864,Modelling
415219,0.073972602739726,0,0,34,2,2,Anual-Domiciliado,Comunidad de Madrid,75,15727.68,Diesel,Comercial,OTRO,4,3864,Modelling
415219,1,0,0,35,2,2,Anual-Domiciliado,Comunidad de Madrid,75,15727.68,Diesel,Comercial,OTRO,4,3864,Modelling
415222,0.073972602739726,0,0,28,2,2,Anual-Domiciliado,Comunidad de Madrid,75,15791.68,Diesel,Comercial,OTRO,4,3864,Modelling
415222,1,0,0,29,2,2,Anual-Domiciliado,Comunidad de Madrid,75,15791.68,Diesel,Comercial,OTRO,4,3864,Validation
415274,0.073972602739726,0,0,46,1,2,Anual-Domiciliado,Comunidad de Madrid,110,16777.64,Diesel,Particular,OTRO,5,4315,Modelling
415274,1,0,0,47,1,2,Anual-Domiciliado,Comunidad de Madrid,110,16777.64,Diesel,Particular,OTRO,5,4315,Modelling
415278,0.073972602739726,0,0,28,99,2,Anual-Domiciliado,Comunidad de Madrid,117,22675,Gasolina,Particular,OTRO,5,4295,Modelling
415278,1,0,0,29,99,2,Anual-Domiciliado,Comunidad de Madrid,117,22675,Gasolina,Particular,OTRO,5,4295,Modelling
415279,0.101369863013699,0,0,25,1,3,Anual-Domiciliado,Andalucía,115,22156,Diesel,Particular,OTRO,5,4410,Validation
415279,1,0,0,26,1,4,Anual-Domiciliado,Andalucía,115,22156,Diesel,Particular,OTRO,5,4410,Modelling
415286,0.0821917808219178,0,0,13,99,3,Anual-Efectivo,Comunidad de Madrid,70,15041,Diesel,Comercial,OTRO,5,4322,Modelling
415291,0.073972602739726,0,0,37,2,2,Anual-Efectivo,Comunidad de Madrid,120,24215,Diesel,Particular,FAMILIAR,5,4585,Modelling
415291,1,0,0,38,2,2,Anual-Efectivo,Comunidad de Madrid,120,24215,Diesel,Particular,FAMILIAR,5,4585,Validation
415297,0.073972602739726,0,0,26,6,2,Anual-Efectivo,Comunidad de Madrid,140,30860,Diesel,Particular,OTRO,5,4524,Modelling
415297,1,0,0,27,6,2,Anual-Efectivo,Comunidad de Madrid,140,30860,Diesel,Particular,OTRO,5,4524,Modelling
415301,0.0821917808219178,0,0,13,99,3,Anual-Domiciliado,Comunidad de Madrid,70,16922,Diesel,Comercial,OTRO,5,4322,Modelling
415302,0.56986301369863,0,0,54,6,2,Semestral-Domiciliado,Comunidad de Madrid,120,24499,Diesel,Particular,OTRO,5,4379,Modelling
415302,0.43013698630137,0,0,54,6,2,Semestral-Domiciliado,Comunidad de Madrid,120,24499,Diesel,Particular,OTRO,5,4379,Validation
415302,0.575342465753425,0,0,55,6,3,Semestral-Domiciliado,Comunidad de Madrid,120,24499,Diesel,Particular,OTRO,5,4379,Modelling
415309,0.0794520547945206,0,0,37,99,2,Semestral-Domiciliado,Comunidad de Madrid,69,12347,Gasolina,Particular,BERLINA,5,3653,Modelling
415314,0.073972602739726,0,0,41,2,2,Anual-Domiciliado,Comunidad de Madrid,68,13872,Gasolina,Particular,BERLINA,5,3941,Validation
415314,0.926027397260274,0,0,42,2,2,Anual-Domiciliado,Comunidad de Madrid,68,13872,Gasolina,Particular,BERLINA,5,3941,Modelling
415314,0.073972602739726,0,0,42,2,3,Anual-Domiciliado,Comunidad de Madrid,68,13872,Gasolina,Particular,BERLINA,5,3941,Modelling
415318,0.073972602739726,0,0,37,99,2,Semestral-Domiciliado,Cataluña,120,21985.31,Diesel,Particular,OTRO,5,4175,Modelling
415319,0.36986301369863,1,686.81,25,1,2,Anual-Efectivo,Cataluña,69,10793,Gasolina,Particular,BERLINA,3,3620,Validation
415319,0.704109589041096,0,0,26,1,2,Anual-Efectivo,Cataluña,69,10793,Gasolina,Particular,BERLINA,3,3620,Modelling
415322,0.073972602739726,0,0,48,1,2,Anual-Efectivo,Comunidad de Madrid,114,27722,Diesel,Particular,OTRO,5,4340,Modelling
415322,1,0,0,49,1,2,Anual-Efectivo,Comunidad de Madrid,114,27722,Diesel,Particular,OTRO,5,4340,Validation
415328,0.073972602739726,0,0,44,3,2,Anual-Domiciliado,Comunidad de Madrid,130,32141,Diesel,Particular,BERLINA,4,4848,Modelling
415328,1,0,0,45,3,2,Anual-Domiciliado,Comunidad de Madrid,130,32141,Diesel,Particular,BERLINA,4,4848,Modelling
415333,0.073972602739726,0,0,11,99,2,Anual-Domiciliado,Comunidad de Madrid,99,20829,Diesel,Particular,BERLINA,5,4329,Modelling
415335,0.073972602739726,0,0,39,1,2,Anual-Domiciliado,Cataluña,110,24021,Diesel,Particular,OTRO,5,4377,Modelling
415335,1,0,0,40,1,2,Anual-Domiciliado,Cataluña,110,24021,Diesel,Particular,OTRO,5,4377,Modelling
415343,0.0767123287671233,0,0,6,99,2,Semestral-Domiciliado,Comunidad de Madrid,105,19943.99,Gasolina,Particular,BERLINA,5,4370,Modelling
415359,0.0767123287671233,0,0,36,1,2,Anual-Domiciliado,Comunidad de Madrid,125,19049,Gasolina,Particular,OTRO,5,4380,Modelling
415359,0.923287671232877,0,0,36,1,2,Anual-Domiciliado,Comunidad de Madrid,125,19049,Gasolina,Particular,OTRO,5,4380,Validation
415359,0.0767123287671233,0,0,37,1,3,Anual-Domiciliado,Comunidad de Madrid,125,19049,Gasolina,Particular,OTRO,5,4380,Modelling
415364,0.0876712328767123,0,0,5,3,3,Semestral-Domiciliado,Comunidad de Madrid,75,8892,Gasolina,Particular,BERLINA,5,4057,Modelling
415364,1,0,0,6,3,3,Semestral-Domiciliado,Comunidad de Madrid,75,8892,Gasolina,Particular,BERLINA,5,4057,Modelling
415371,0.0767123287671233,0,0,44,99,2,Anual-Efectivo,Comunidad de Madrid,90,14928,Gasolina,Particular,BERLINA,5,3992,Modelling
415371,0.923287671232877,0,0,45,99,2,Anual-Efectivo,Comunidad de Madrid,90,14928,Gasolina,Particular,BERLINA,5,3992,Modelling
415371,0.0767123287671233,0,0,45,99,3,Anual-Efectivo,Comunidad de Madrid,90,14928,Gasolina,Particular,BERLINA,5,3992,Modelling
415372,0.0767123287671233,0,0,15,1,3,Anual-Efectivo,Comunidad de Madrid,115,18379,Gasolina,Particular,OTRO,5,4135,Modelling
415372,1,0,0,16,1,4,Anual-Efectivo,Comunidad de Madrid,115,18379,Gasolina,Particular,OTRO,5,4135,Modelling
415394,0.0767123287671233,0,0,9,5,2,Anual-Efectivo,Comunidad de Madrid,82,13145,Gasolina,Particular,BERLINA,4,4427,Modelling
415394,1,0,0,10,5,2,Anual-Efectivo,Comunidad de Madrid,82,13145,Gasolina,Particular,BERLINA,4,4427,Modelling
415397,0.0767123287671233,0,0,31,7,2,Anual-Domiciliado,Comunidad de Madrid,75,15888,Diesel,Comercial,OTRO,4,3864,Modelling
415397,1,0,0,32,7,3,Anual-Domiciliado,Comunidad de Madrid,75,15888,Diesel,Comercial,OTRO,4,3864,Modelling
415408,0.0767123287671233,0,0,48,99,2,Anual-Domiciliado,Melilla,184,42773,Gasolina,Particular,OTRO,2,4134,Validation
415408,1,0,0,49,99,2,Anual-Domiciliado,Melilla,184,42773,Gasolina,Particular,OTRO,2,4134,Modelling
415421,0.0767123287671233,0,0,46,6,2,Anual-Domiciliado,Comunidad de Madrid,92,17184,Gasolina,Particular,OTRO,5,4159,Modelling
415432,0.0767123287671233,0,0,40,3,2,Anual-Domiciliado,Comunidad de Madrid,110,25199.99,Diesel,Particular,FAMILIAR,5,4535,Modelling
415432,1,0,0,41,3,2,Anual-Domiciliado,Comunidad de Madrid,110,25199.99,Diesel,Particular,FAMILIAR,5,4535,Modelling
415441,0.0767123287671233,0,0,45,2,3,Anual-Domiciliado,Comunidad de Madrid,150,40697,Diesel,Particular,OTRO,5,4589,Modelling
415441,1,0,0,46,2,4,Anual-Domiciliado,Comunidad de Madrid,150,40697,Diesel,Particular,OTRO,5,4589,Validation
415447,0.0767123287671233,0,0,25,3,2,Anual-Efectivo,Cataluña,110,24055,Diesel,Particular,BERLINA,5,4359,Modelling
415447,1,0,0,26,3,2,Anual-Efectivo,Cataluña,110,24055,Diesel,Particular,BERLINA,5,4359,Modelling
415458,0.0767123287671233,0,0,15,99,2,Anual-Domiciliado,Comunidad de Madrid,110,23160,Diesel,Particular,FAMILIAR,5,4535,Modelling
415465,0.0767123287671233,0,0,2,1,2,Anual-Efectivo,Comunidad de Madrid,110,20621.01,Gasolina,Particular,BERLINA,5,4253,Modelling
415465,1,0,0,3,1,2,Anual-Efectivo,Comunidad de Madrid,110,20621.01,Gasolina,Particular,BERLINA,5,4253,Modelling
415471,0.0767123287671233,0,0,32,2,2,Anual-Efectivo,Comunidad de Madrid,170,32704.57,Diesel,Particular,OTRO,5,4656,Modelling
415471,0.923287671232877,0,0,32,2,2,Anual-Efectivo,Comunidad de Madrid,170,32704.57,Diesel,Particular,OTRO,5,4656,Modelling
415471,0.0767123287671233,0,0,33,2,3,Anual-Efectivo,Comunidad de Madrid,170,32704.57,Diesel,Particular,OTRO,5,4656,Modelling
415472,0.0767123287671233,0,0,31,2,4,Semestral-Domiciliado,Comunidad de Madrid,95,17923,Diesel,Particular,BERLINA,5,3969,Modelling
415472,1,1,55.02,32,2,4,Semestral-Domiciliado,Comunidad de Madrid,95,17923,Diesel,Particular,BERLINA,5,3969,Validation
415475,0.0767123287671233,0,0,27,99,2,Anual-Efectivo,Comunidad de Madrid,100,21449,Diesel,Particular,OTRO,5,4418,Modelling
415486,0.0821917808219178,0,0,38,99,4,Anual-Efectivo,Comunidad de Madrid,68,16901,Diesel,Particular,BERLINA,5,3962,Modelling
415487,0.0767123287671233,0,0,10,1,2,Semestral-Domiciliado,Comunidad de Madrid,90,20359.01,Diesel,Comercial,OTRO,5,4282,Modelling
415487,0.923287671232877,0,0,11,1,2,Semestral-Domiciliado,Comunidad de Madrid,90,20359.01,Diesel,Comercial,OTRO,5,4282,Modelling
415487,0.0767123287671233,0,0,11,1,3,Semestral-Domiciliado,Comunidad de Madrid,90,20359.01,Diesel,Comercial,OTRO,5,4282,Validation
415496,0.0767123287671233,0,0,28,2,2,Anual-Efectivo,Comunidad de Madrid,99,22284,Diesel,Particular,BERLINA,5,4329,Modelling
415496,1,0,0,29,2,2,Anual-Efectivo,Comunidad de Madrid,99,22284,Diesel,Particular,BERLINA,5,4329,Modelling
415499,0.0767123287671233,0,0,28,2,2,Anual-Efectivo,Comunidad de Madrid,130,26597,Gasolina,Particular,OTRO,5,4365,Validation
415499,1,0,0,29,2,2,Anual-Efectivo,Comunidad de Madrid,130,26597,Gasolina,Particular,OTRO,5,4365,Modelling
415503,0.0767123287671233,0,0,25,2,2,Anual-Domiciliado,Comunidad de Madrid,136,31750.1,Diesel,Particular,OTRO,5,4417,Modelling
415503,0.923287671232877,0,0,25,2,2,Anual-Domiciliado,Comunidad de Madrid,136,31750.1,Diesel,Particular,OTRO,5,4417,Modelling
415503,0.736986301369863,0,0,26,2,3,Anual-Domiciliado,Comunidad de Madrid,136,31750.1,Diesel,Particular,OTRO,5,4417,Validation
415519,0.0767123287671233,0,0,14,5,3,Semestral-Efectivo,Comunidad de Madrid,115,25663,Diesel,Particular,OTRO,5,4410,Modelling
415519,0.495890410958904,1,2057.62,14,5,3,Semestral-Efectivo,Comunidad de Madrid,115,25663,Diesel,Particular,OTRO,5,4410,Modelling
415519,0.504109589041096,0,0,15,5,4,Semestral-Efectivo,Comunidad de Madrid,115,25663,Diesel,Particular,OTRO,5,4410,Modelling
415528,0.0767123287671233,0,0,20,1,2,Anual-Efectivo,Comunidad de Madrid,114,27540,Diesel,Particular,OTRO,5,4340,Modelling
415528,1,1,25.41,21,1,2,Anual-Efectivo,Comunidad de Madrid,114,27540,Diesel,Particular,OTRO,5,4340,Modelling
415533,0.0767123287671233,0,0,25,1,3,Semestral-Domiciliado,Castilla-La Mancha,90,15764.99,Diesel,Particular,OTRO,5,4315,Validation
415533,0.923287671232877,0,0,26,1,3,Semestral-Domiciliado,Castilla-La Mancha,90,15764.99,Diesel,Particular,OTRO,5,4315,Validation
415533,0.0767123287671233,0,0,26,1,4,Semestral-Domiciliado,Castilla-La Mancha,90,15764.99,Diesel,Particular,OTRO,5,4315,Validation
415537,0.0794520547945206,0,0,31,2,2,Anual-Efectivo,Comunidad de Madrid,131,28009.99,Gasolina,Particular,OTRO,5,4475,Validation
415537,1,0,0,32,2,2,Anual-Efectivo,Comunidad de Madrid,131,28009.99,Gasolina,Particular,OTRO,5,4475,Modelling
415564,0.0904109589041096,0,0,61,1,2,Anual-Efectivo,Comunidad de Madrid,110,18060,Gasolina,Particular,OTRO,5,4159,Modelling
415564,1,0,0,62,1,2,Anual-Efectivo,Comunidad de Madrid,110,18060,Gasolina,Particular,OTRO,5,4159,Modelling
415615,0.0904109589041096,0,0,26,1,3,Semestral-Domiciliado,Comunidad de Madrid,95,21300,Diesel,Particular,OTRO,5,4366,Modelling
415615,0.495890410958904,0,0,27,1,3,Semestral-Domiciliado,Comunidad de Madrid,95,21300,Diesel,Particular,OTRO,5,4366,Modelling
415615,0.504109589041096,0,0,27,1,4,Semestral-Domiciliado,Comunidad de Madrid,95,21300,Diesel,Particular,OTRO,5,4366,Modelling
415624,0.580821917808219,0,0,38,3,3,Semestral-Domiciliado,Cataluña,90,9815,Gasolina,Particular,BERLINA,5,4081,Modelling
415624,0.419178082191781,0,0,38,3,3,Semestral-Domiciliado,Cataluña,90,9815,Gasolina,Particular,BERLINA,5,4081,Validation
415624,0.580821917808219,0,0,39,3,4,Semestral-Domiciliado,Cataluña,90,9815,Gasolina,Particular,BERLINA,5,4081,Modelling
415629,0.0849315068493151,0,0,29,3,4,Anual-Domiciliado,Comunidad de Madrid,5,9527,Diesel,Particular,OTRO,2,0,Modelling
415629,1,0,0,30,3,4,Anual-Domiciliado,Comunidad de Madrid,5,9527,Diesel,Particular,OTRO,2,0,Modelling
415658,0.583561643835617,0,0,27,2,3,Semestral-Domiciliado,Comunidad de Madrid,90,19421,Diesel,Comercial,OTRO,5,4213,Modelling
415658,1,0,0,28,2,4,Semestral-Domiciliado,Comunidad de Madrid,90,19421,Diesel,Comercial,OTRO,5,4213,Modelling
415670,0.0876712328767123,0,0,27,1,2,Anual-Domiciliado,Comunidad de Madrid,90,17917,Diesel,Particular,BERLINA,5,4061,Modelling
415670,1,0,0,28,1,2,Anual-Domiciliado,Comunidad de Madrid,90,17917,Diesel,Particular,BERLINA,5,4061,Modelling
415680,0.0876712328767123,0,0,23,6,2,Semestral-Domiciliado,Comunidad de Madrid,75,13922,Gasolina,Particular,BERLINA,5,4062,Validation
415680,0.495890410958904,0,0,24,6,2,Semestral-Domiciliado,Comunidad de Madrid,75,13922,Gasolina,Particular,BERLINA,5,4062,Modelling
415680,0.504109589041096,0,0,24,6,2,Semestral-Domiciliado,Comunidad de Madrid,75,13922,Gasolina,Particular,BERLINA,5,4062,Modelling
415698,0.0876712328767123,0,0,17,1,3,Semestral-Domiciliado,Comunidad de Madrid,120,24135,Diesel,Particular,BERLINA,5,4370,Modelling
415698,1,0,0,18,1,3,Semestral-Domiciliado,Comunidad de Madrid,120,24135,Diesel,Particular,BERLINA,5,4370,Modelling
415741,0.0931506849315068,0,0,13,99,2,Anual-Domiciliado,Comunidad de Madrid,110,23486,Diesel,Particular,OTRO,5,4330,Validation
415741,0.906849315068493,0,0,14,99,2,Anual-Domiciliado,Comunidad de Madrid,110,23486,Diesel,Particular,OTRO,5,4330,Modelling
415741,0.0931506849315068,0,0,14,99,3,Anual-Domiciliado,Comunidad de Madrid,110,23486,Diesel,Particular,OTRO,5,4330,Modelling
415760,0.605479452054795,1,874.74,13,3,2,Anual-Domiciliado,Andalucía,100,20185,Diesel,Particular,BERLINA,5,4157,Modelling
415760,0.978082191780822,0,0,14,3,3,Anual-Domiciliado,Andalucía,100,20185,Diesel,Particular,BERLINA,5,4157,Modelling
415796,0.0876712328767123,0,0,42,2,2,Anual-Domiciliado,Comunidad de Madrid,85,12373,Gasolina,Particular,BERLINA,5,3995,Validation
415796,1,0,0,43,2,2,Anual-Domiciliado,Comunidad de Madrid,85,12373,Gasolina,Particular,BERLINA,5,3995,Modelling
415812,0.0958904109589041,0,0,33,99,3,Anual-Efectivo,Comunidad de Madrid,120,28242,Diesel,Particular,OTRO,5,4570,Modelling
415812,1,0,0,34,99,4,Anual-Efectivo,Comunidad de Madrid,120,28242,Diesel,Particular,OTRO,5,4570,Modelling
415839,0.0931506849315068,0,0,47,1,3,Semestral-Efectivo,Comunidad de Madrid,110,25702,Diesel,Particular,BERLINA,5,4310,Validation
415839,1,0,0,48,1,3,Semestral-Efectivo,Comunidad de Madrid,110,25702,Diesel,Particular,BERLINA,5,4310,Modelling
415857,0.594520547945206,0,0,26,3,3,Semestral-Domiciliado,Comunidad de Madrid,115,20719.01,Gasolina,Particular,OTRO,5,4366,Modelling
415857,0.504109589041096,0,0,27,3,4,Semestral-Domiciliado,Comunidad de Madrid,115,20719.01,Gasolina,Particular,OTRO,5,4366,Modelling
415861,0.0931506849315068,0,0,45,99,2,Anual-Domiciliado,Andalucía,418,50756,Gasolina,Particular,OTRO,2,4784,Modelling
415861,1,0,0,46,99,2,Anual-Domiciliado,Andalucía,418,50756,Gasolina,Particular,OTRO,2,4784,Validation
415870,0.0931506849315068,0,0,4,3,2,Anual-Domiciliado,Andalucía,85,11399.3,Gasolina,Particular,BERLINA,5,3977,Modelling
415870,0.906849315068493,0,0,4,3,2,Anual-Domiciliado,Andalucía,85,11399.3,Gasolina,Particular,BERLINA,5,3977,Modelling
415870,0.0931506849315068,0,0,5,3,3,Anual-Domiciliado,Andalucía,85,11399.3,Gasolina,Particular,BERLINA,5,3977,Validation
415880,0.0904109589041096,0,0,12,2,2,Anual-Domiciliado,Comunidad de Madrid,150,46173.08,Diesel,Particular,OTRO,5,4589,Validation
415880,1,0,0,13,2,2,Anual-Domiciliado,Comunidad de Madrid,150,46173.08,Diesel,Particular,OTRO,5,4589,Validation
415886,0.0904109589041096,0,0,5,99,3,Semestral-Efectivo,Comunidad de Madrid,68,8166,Gasolina,Particular,BERLINA,5,3405,Validation
415886,0.495890410958904,0,0,6,99,3,Semestral-Efectivo,Comunidad de Madrid,68,8166,Gasolina,Particular,BERLINA,5,3405,Modelling
415895,0.0904109589041096,0,0,12,1,4,Anual-Efectivo,Comunidad de Madrid,82,14506,Gasolina,Particular,BERLINA,5,3969,Modelling
415895,1,0,0,13,1,4,Anual-Efectivo,Comunidad de Madrid,82,14506,Gasolina,Particular,BERLINA,5,3969,Modelling
415898,0.0904109589041096,0,0,48,3,2,Anual-Domiciliado,Comunidad de Madrid,136,29802.35,Diesel,Particular,BERLINA,5,4292,Validation
415898,1,0,0,49,3,2,Anual-Domiciliado,Comunidad de Madrid,136,29802.35,Diesel,Particular,BERLINA,5,4292,Modelling
415906,0.219178082191781,0,0,32,2,3,Anual-Domiciliado,Comunidad de Madrid,78,10192,Gasolina,Particular,BERLINA,3,3940,Modelling
415906,1,0,0,33,2,4,Anual-Domiciliado,Comunidad de Madrid,78,10192,Gasolina,Particular,BERLINA,3,3940,Modelling
415919,0.0904109589041096,0,0,10,5,3,Anual-Efectivo,Comunidad de Madrid,110,20265,Diesel,Particular,OTRO,5,4135,Modelling
415961,0.375342465753425,0,0,26,1,3,Anual-Efectivo,Comunidad de Madrid,90,18991,Diesel,Comercial,OTRO,5,4213,Validation
415964,1,1,1576.2,28,2,2,Semestral-Domiciliado,Comunidad de Madrid,100,24656,Diesel,Comercial,OTRO,5,4380,Modelling
415964,1,0,0,29,2,3,Semestral-Domiciliado,Comunidad de Madrid,100,24656,Diesel,Comercial,OTRO,5,4380,Validation
415972,0.0931506849315068,0,0,9,3,4,Anual-Efectivo,Cantabria,105,21508.01,Diesel,Particular,BERLINA,5,4263,Validation
415972,0.336986301369863,0,0,10,3,4,Anual-Efectivo,Cantabria,105,21508.01,Diesel,Particular,BERLINA,5,4263,Modelling
415972,0.663013698630137,1,57.03,10,3,4,Anual-Efectivo,Cantabria,105,21508.01,Diesel,Particular,BERLINA,5,4263,Modelling
416024,0.0931506849315068,0,0,23,1,3,Anual-Domiciliado,Comunidad de Madrid,95,19323,Gasolina,Particular,BERLINA,5,3883,Modelling
416024,1,0,0,24,1,4,Anual-Domiciliado,Comunidad de Madrid,95,19323,Gasolina,Particular,BERLINA,5,3883,Validation
416084,0.0958904109589041,0,0,30,1,2,Anual-Domiciliado,Comunidad de Madrid,90,16238,Gasolina,Particular,BERLINA,5,3992,Modelling
416084,1,0,0,31,1,2,Anual-Domiciliado,Comunidad de Madrid,90,16238,Gasolina,Particular,BERLINA,5,3992,Modelling
416095,0.147945205479452,0,0,5,1,3,Semestral-Domiciliado,Comunidad de Madrid,90,17143,Diesel,Particular,BERLINA,5,4062,Modelling
416095,0.495890410958904,0,0,5,1,3,Semestral-Domiciliado,Comunidad de Madrid,90,17143,Diesel,Particular,BERLINA,5,4062,Modelling
416095,0.504109589041096,0,0,6,1,4,Semestral-Domiciliado,Comunidad de Madrid,90,17143,Diesel,Particular,BERLINA,5,4062,Modelling
416112,0.0958904109589041,0,0,20,1,2,Anual-Domiciliado,Comunidad de Madrid,136,28913,Diesel,Particular,BERLINA,5,4299,Modelling
416112,0.145205479452055,0,0,21,1,2,Anual-Domiciliado,Comunidad de Madrid,136,28913,Diesel,Particular,BERLINA,5,4299,Modelling
416112,0.854794520547945,0,0,21,1,3,Anual-Domiciliado,Comunidad de Madrid,136,28913,Diesel,Particular,BERLINA,5,4299,Modelling
416118,0.0958904109589041,0,0,50,1,2,Anual-Efectivo,Comunidad de Madrid,120,23660,Diesel,Particular,BERLINA,5,4360,Modelling
416118,0.495890410958904,0,0,50,1,2,Anual-Efectivo,Comunidad de Madrid,120,23660,Diesel,Particular,BERLINA,5,4360,Modelling
416118,0.504109589041096,0,0,51,1,2,Anual-Efectivo,Comunidad de Madrid,120,23660,Diesel,Particular,BERLINA,5,4360,Validation
416119,0.104109589041096,0,0,9,1,4,Semestral-Domiciliado,Cataluña,90,18510.54,Diesel,Particular,BERLINA,5,4061,Modelling
416119,0.895890410958904,0,0,10,1,4,Semestral-Domiciliado,Cataluña,90,18510.54,Diesel,Particular,BERLINA,5,4061,Modelling
416119,0.104109589041096,0,0,10,1,5,Semestral-Domiciliado,Cataluña,90,18510.54,Diesel,Particular,BERLINA,5,4061,Modelling
416122,0.0958904109589041,0,0,10,3,2,Anual-Domiciliado,Comunidad de Madrid,110,22148,Diesel,Particular,OTRO,5,4135,Modelling
416122,0.904109589041096,0,0,11,3,2,Anual-Domiciliado,Comunidad de Madrid,110,22148,Diesel,Particular,OTRO,5,4135,Modelling
416122,0.10958904109589,0,0,11,3,3,Anual-Domiciliado,Comunidad de Madrid,110,22148,Diesel,Particular,OTRO,5,4135,Validation
416124,0.0958904109589041,0,0,26,99,2,Anual-Efectivo,Andalucía,90,16238,Gasolina,Particular,BERLINA,5,4021,Modelling
416132,0.827397260273973,0,0,26,3,2,Anual-Domiciliado,Comunidad de Madrid,60,9138,Gasolina,Particular,BERLINA,5,3800,Modelling
416132,0.268493150684932,1,211.88,25,3,2,Anual-Domiciliado,Comunidad de Madrid,60,9138,Gasolina,Particular,BERLINA,5,3800,Modelling
416135,0.0958904109589041,0,0,36,1,2,Anual-Domiciliado,Comunidad de Madrid,150,31322.54,Diesel,Particular,OTRO,5,4555,Modelling
416135,0.904109589041096,0,0,36,1,2,Anual-Domiciliado,Comunidad de Madrid,150,31322.54,Diesel,Particular,OTRO,5,4555,Validation
416135,0.0958904109589041,0,0,37,1,3,Anual-Domiciliado,Comunidad de Madrid,150,31322.54,Diesel,Particular,OTRO,5,4555,Modelling
416138,0.0958904109589041,0,0,6,1,3,Anual-Efectivo,Comunidad de Madrid,90,17092.68,Gasolina,Particular,BERLINA,5,3972,Modelling
416138,0.504109589041096,1,452,6,1,3,Anual-Efectivo,Comunidad de Madrid,90,17092.68,Gasolina,Particular,BERLINA,5,3972,Modelling
416138,0.495890410958904,0,0,7,1,4,Anual-Efectivo,Comunidad de Madrid,90,17092.68,Gasolina,Particular,BERLINA,5,3972,Modelling
416146,0.0986301369863014,0,0,34,3,2,Anual-Efectivo,Comunidad de Madrid,120,18630,Gasolina,Particular,OTRO,5,4288,Modelling
416146,1,0,0,35,3,2,Anual-Efectivo,Comunidad de Madrid,120,18630,Gasolina,Particular,OTRO,5,4288,Modelling
416185,0.104109589041096,0,0,48,5,2,Anual-Efectivo,Comunidad de Madrid,170,46150,Diesel,Particular,BERLINA,4,4686,Modelling
416185,1,0,0,49,5,2,Anual-Efectivo,Comunidad de Madrid,170,46150,Diesel,Particular,BERLINA,4,4686,Modelling
416193,0.104109589041096,0,0,34,2,2,Anual-Efectivo,Andalucía,90,15729,Gasolina,Particular,FAMILIAR,5,4236,Modelling
416193,1,1,612.77,35,2,3,Anual-Efectivo,Andalucía,90,15729,Gasolina,Particular,FAMILIAR,5,4236,Modelling
416196,0.104109589041096,0,0,19,99,3,Anual-Efectivo,Comunidad de Madrid,114,25266,Diesel,Particular,OTRO,5,4295,Validation
416219,0.142465753424658,0,0,26,1,3,Anual-Domiciliado,Comunidad de Madrid,90,18566.68,Diesel,Particular,BERLINA,5,3972,Modelling
416219,0.857534246575342,0,0,27,1,3,Anual-Domiciliado,Comunidad de Madrid,90,18566.68,Diesel,Particular,BERLINA,5,3972,Modelling
416219,0.142465753424658,0,0,27,1,4,Anual-Domiciliado,Comunidad de Madrid,90,18566.68,Diesel,Particular,BERLINA,5,3972,Modelling
416231,0.104109589041096,0,0,23,1,3,Anual-Domiciliado,Comunidad de Madrid,95,19975,Diesel,Particular,BERLINA,5,4302,Modelling
416231,1,0,0,24,1,4,Anual-Domiciliado,Comunidad de Madrid,95,19975,Diesel,Particular,BERLINA,5,4302,Validation
